seqnames,start,end,width,strand,Conc,Conc_YAF,Conc_GFP,Fold,p.value,FDR,YAF_1,YAF_2,YAF_3,GFP_1,GFP_2,GFP_3
1,3060066,3087818,27753,*,10.1238129369539,9.10671994910066,10.7144283908273,-1.46378857107393,9.93179505471748e-13,3.7139534582756893e-11,392.44,681.98,579.51,1790.97,1294.67,1955
4,74768686,74770919,2234,*,6.32911997531888,6.912732779688,5.33316150471779,1.48284238030809,9.99188972278854e-13,3.72921243263843e-11,116.18,110.45,134.83,34.55,49.19,37.2
6,167742828,167771732,28905,*,10.4904385246484,9.67025522047439,11.010111280377,-1.25521867376275,1.0015817881388099e-12,3.7309404065679294e-11,699.67,927.81,816.84,2196.96,1753.16,2237.09
8,95800288,95803684,3397,*,7.06549276957362,7.57164626339409,6.27897454381873,1.25722166819238,1.00441086633034e-12,3.7309410695733594e-11,178.14,181.26,211.31,68.15,96.62,68.2
10,59386894,59390314,3421,*,6.40559829878502,6.96900459359134,5.46839926278893,1.41300092157759,1.00544162688032e-12,3.7309410695733594e-11,118.76,124.61,132.46,41.27,49.19,42.37
6,124927896,124929588,1693,*,6.05704753803326,6.67726525658876,4.94579778341244,1.60154936559769,1.03850163569585e-12,3.8462360388712295e-11,98.11,94.59,114.33,25.91,38.65,27.9
2,36379442,36384473,5032,*,7.13793964095838,7.63514475788874,6.37311155144179,1.21200473231807,1.04222458542074e-12,3.8526439598354e-11,178.14,220.34,197.9,74.86,80.81,93
7,105013140,105017896,4757,*,6.41773558726932,6.98395099225174,5.47255808899892,1.41310356385428,1.06336603126427e-12,3.9232930309984895e-11,121.35,121.22,137.19,40.31,47.43,45.47
16,53465740,53466835,1096,*,5.30696810560029,6.098668155675,3.41203905742479,2.12401282649045,1.06933256888487e-12,3.93779172461926e-11,82.62,54.38,68.6,13.44,12.3,6.2
6,163983462,163986839,3378,*,6.88055114687729,7.4240622682016,5.99820525006405,1.32102138681659,1.0867445461485e-12,3.9943027206632795e-11,144.58,186.92,183.71,75.82,45.67,70.26
4,73608711,73612465,3755,*,6.95185818841238,7.4658569491558,6.14593829678938,1.28103627346239,1.10542889272086e-12,4.0552669417405e-11,165.24,168.8,196.32,59.51,87.83,65.1
8,127808643,127812460,3818,*,7.36495139718712,7.83897267725946,6.65425323950236,1.15994498573376,1.11266582709168e-12,4.06783177770023e-11,196.22,240.73,249.94,94.06,108.91,99.2
2,1491804,1495465,3662,*,7.23910824098121,6.51867358152223,7.71739198258393,-1.18393679621562,1.11306212714189e-12,4.06783177770023e-11,103.27,82.7,89.1,216.91,180.94,233.53
9,125520816,125523983,3168,*,6.83385688977237,7.34971477844881,6.02328516400945,1.24964866390846,1.13805593623119e-12,4.14461520963974e-11,165.24,164.83,159.27,64.31,66.75,64.06
6,167546280,167555612,9333,*,8.18141997394906,7.34614522240174,8.70701152536267,-1.24279846112658,1.1386831192317099e-12,4.14461520963974e-11,121.35,202.78,164,468.38,351.33,433.99
2,37710986,37712196,1211,*,5.88793879469953,6.54224440585587,4.6573440976489,1.69240062590382,1.14050343533251e-12,4.14461520963974e-11,92.95,81,105.65,22.08,29.86,23.77
16,71473996,71475649,1654,*,5.88306277158728,6.5375682119635,4.65172981049275,1.67956184361433,1.14665640413699e-12,4.159157272266509e-11,100.69,84.96,93.04,25.91,29.86,19.63
7,80940352,80942941,2590,*,6.48715507651311,7.0947733295511,5.41697156673749,1.5796919003183,1.16197037806587e-12,4.2068114829864297e-11,139.42,116.12,154.54,34.55,66.75,26.87
10,76387991,76389357,1367,*,5.82060228925967,6.48255623134917,4.56140350254154,1.68161437594222,1.1668561346797299e-12,4.2166036732267693e-11,90.36,87.23,90.67,24.95,21.08,24.8
22,42733905,42737737,3833,*,6.49149814256057,5.53542756165542,7.0615151380665,-1.40783753188969,1.1979790781815299e-12,4.32099431314991e-11,46.47,53.24,39.42,126.69,115.94,158.09
7,137771715,137773579,1865,*,6.08987163762012,6.69858737631024,5.01617121222788,1.53823124238134,1.2083260518417e-12,4.350198800792479e-11,100.69,107.62,103.29,31.67,33.38,32.03
11,33687712,33693565,5854,*,7.45156976599068,7.93431943946751,6.72083161165376,1.17623900522136,1.23368946913933e-12,4.433256228042869e-11,222.04,249.23,262.55,84.46,114.18,117.8
8,133160417,133168534,8118,*,7.79515288312846,8.24975231564102,7.12765515747152,1.07314342090186,1.2454903469471799e-12,4.4673589754229793e-11,286.58,310.4,316.17,149.73,128.24,141.56
2,27794971,27801404,6434,*,7.79394407683238,8.28933996234582,7.03344590661863,1.22061278571361,1.25132979365245e-12,4.47999238901534e-11,229.78,346.09,362.69,120.93,138.78,133.3
4,4848598,4855064,6467,*,8.03079910813712,7.26283981053797,8.52930779594166,-1.17487600548624,1.26369173136322e-12,4.51588766034107e-11,131.67,186.36,142.71,391.59,317.96,398.85
3,171326944,171329117,2174,*,6.3617787209022,6.94357335796454,5.37124078860714,1.43950094834498,1.2952974057409399e-12,4.6202923884113496e-11,111.02,133.68,124.58,42.23,33.38,48.57
12,132186038,132192636,6599,*,7.74001009554937,6.9132392836477,8.26227704622208,-1.23635090380539,1.33221895512925e-12,4.74323923747953e-11,95.53,139.91,126.15,316.73,240.66,363.72
9,96232349,96251576,19228,*,9.68578113493917,8.95650514145093,10.1678998307617,-1.13927532190494,1.3460944613145998e-12,4.78383165819764e-11,410.51,535.84,544.03,1173.82,1119,1158.33
9,137293116,137322427,29312,*,10.6605751761072,9.61323109726797,11.2609799610324,-1.49695172616197,1.36618663170423e-12,4.8463277340803496e-11,606.73,950.47,792.39,2763.24,1728.56,2870.51
2,240781511,240800819,19309,*,9.55117269366634,8.67950382327514,10.0906895793474,-1.30941763479144,1.3787001363952898e-12,4.88176002507879e-11,343.38,465.61,421.03,1189.18,825.63,1256.49
5,72440578,72443019,2442,*,6.05762464626107,6.67586005323675,4.95293799148085,1.55197018232069,1.38131476810519e-12,4.8820764920983e-11,98.11,101.39,107.23,30.71,28.11,34.1
6,56937938,56939548,1611,*,6.55904797772999,7.12198351533107,5.62318017129398,1.38864463314827,1.3972831840796699e-12,4.9262439809396196e-11,139.42,122.35,156.11,43.19,50.94,53.73
7,22665809,22669479,3671,*,6.49949085070238,7.05875252589262,5.57395538447049,1.39396763198062,1.39890753920026e-12,4.9262439809396196e-11,113.6,144.44,141.92,43.19,43.92,55.8
11,387604,397898,10295,*,8.51712187022046,7.67948661090282,9.04363143801586,-1.26183227492046,1.4130105584113e-12,4.9668605683210496e-11,167.82,239.03,208.15,573,400.52,609.65
1,1935862,1950208,14347,*,9.28323661536694,8.51956654032369,9.77995861658624,-1.18448483846501,1.4177565722904999e-12,4.9744986954795294e-11,325.31,416.89,358.75,911.8,737.8,987.83
5,14184667,14186443,1777,*,5.84949425112814,6.49989915272745,4.6332152234073,1.74331458169866,1.43248103361311e-12,5.01705721428301e-11,80.04,96.86,94.61,18.24,38.65,17.57
8,126533892,126535306,1415,*,5.49683926572576,6.21115110465439,4.02009841206599,1.91505621379229,1.4369458314497099e-12,5.0235938082128896e-11,72.29,67.97,82,13.44,22.84,12.4
1,2553710,2567959,14250,*,9.5137084871866,8.56995322302885,10.0794246793671,-1.38423398406988,1.4419405162667999e-12,5.0319559568567e-11,286.58,421.42,432.07,1208.38,797.53,1239.96
7,134689049,134698216,9168,*,8.16204036631915,8.62566404828088,7.47470281938032,1.11271056816155,1.44566482298447e-12,5.0358627068033896e-11,366.62,400.47,417.88,146.85,191.48,195.29
6,134017358,134019497,2140,*,6.20934208237189,6.79655555084206,5.20256802963438,1.48131408576425,1.47609012843837e-12,5.13259900235593e-11,103.27,116.68,113.54,33.59,38.65,38.23
2,54482519,54484490,1972,*,6.73110576718914,7.26139657111454,5.8836908712565,1.31680792808778,1.4851802093374499e-12,5.1549351861976694e-11,136.84,148.4,175.04,60.47,65,51.66
17,3687989,3692818,4830,*,8.21885054304064,7.36729433116566,8.75073188852054,-1.28544582020365,1.49320236545986e-12,5.1734912780350393e-11,144.58,177.29,173.46,482.78,302.15,507.35
8,95692744,95694960,2217,*,5.98341112468196,6.65004953013312,4.70633189754477,1.65363380532591,1.5143569790534099e-12,5.2373995484865004e-11,111.02,83.83,106.44,29.75,17.57,31
17,17957273,17961007,3735,*,6.9287803920378,7.4497969312256,6.10519001717319,1.24069161950271,1.53829777134253e-12,5.31069835952948e-11,183.31,157.47,183.71,71.98,63.24,71.3
5,78585868,78588315,2448,*,6.06011338430637,6.67466543181113,4.96751932859792,1.56497454199877,1.5442701796244998e-12,5.3218137937041897e-11,87.78,109.89,108.81,27.83,29.86,36.17
17,43453344,43459135,5792,*,8.10318806535891,8.55134911398002,7.44960577806969,1.06211599786463,1.57570533350513e-12,5.420482422180529e-11,345.96,364.78,414.73,176.6,172.15,175.66
8,61710669,61715867,5199,*,6.98082475684663,7.48549203652754,6.19794102137794,1.21449946473298,1.59194254323111e-12,5.4615044395439395e-11,178.14,167.1,192.38,71.02,73.78,75.43
9,14237553,14239594,2042,*,6.39950067292407,6.98263426458917,5.40497353002267,1.4599709570029,1.5932801447797998e-12,5.4615044395439395e-11,136.84,109.32,133.25,40.31,52.7,34.1
3,185819051,185824043,4993,*,6.79901377996645,7.34612886340145,5.90694014527916,1.34901543989739,1.62389887552442e-12,5.556608311595339e-11,175.56,135.94,176.61,56.63,73.78,49.6
2,160293386,160295867,2482,*,5.65612196800875,6.42151228528901,3.9199745323114,1.96941740795025,1.64573555173474e-12,5.6213790497681496e-11,108.44,65.14,83.58,11.52,7.03,26.87
2,75522537,75524674,2138,*,6.6900422913917,7.2275678822608604,5.82365604575478,1.29337482966084,1.6612135390018399e-12,5.6642400969175594e-11,160.07,148.4,141.13,57.59,54.46,57.86
15,63249364,63252116,2753,*,6.58077559358942,7.15381431931058,5.61596678635661,1.39218826872422,1.68259243399487e-12,5.72703512789133e-11,147.16,122.35,157.69,46.07,42.16,58.9
6,138498398,138500480,2083,*,5.92557539940298,6.59291688770503,4.64578824394431,1.70776254026889,1.70064949052565e-12,5.7783227768598093e-11,118.76,91.2,79.63,25.91,31.62,17.57
5,174370020,174372934,2915,*,6.82170342127513,7.34286494843049,5.99774476802656,1.2737510689058,1.7174371694456399e-12,5.8190791847699195e-11,149.75,183.52,153.75,67.19,61.48,63.03
7,71307421,71309382,1962,*,6.30755817503671,6.91132110294981,5.24964063785623,1.48576673372612,1.71866457068413e-12,5.8190791847699195e-11,105.85,121.22,134.04,45.11,24.59,44.43
6,167509005,167514751,5747,*,7.41349191378468,6.63276457568595,7.91727490284269,-1.16457051809011,1.7227022593018799e-12,5.822552933406149e-11,77.45,105.92,114.33,216.91,240.66,267.62
4,55082964,55089124,6161,*,8.0484179936632,7.3502306472446,8.51690109301486,-1.07845553791245,1.7908696213607498e-12,6.04238785161735e-11,136.84,178.43,174.25,338.81,382.95,377.15
9,130845470,130848320,2851,*,6.3704424690138,6.95930610095413,5.35867537985944,1.43556252164499,1.8133412733921699e-12,6.10754822970224e-11,136.84,108.75,127.73,44.15,38.65,40.3
9,136738004,136751218,13215,*,9.53570558264231,8.54019109155407,10.1191698092583,-1.43742728027729,1.82726610290055e-12,6.14374531606545e-11,278.84,442.95,395.01,1256.37,778.2,1301.96
1,232471420,232473684,2265,*,5.65793517225592,6.33724944942419,4.3310268627807,1.78608338413764,1.88358573568279e-12,6.32211163679781e-11,82.62,78.73,81.21,14.4,26.35,19.63
15,44100552,44103404,2853,*,7.03844740305106,7.56648867406585,6.19686167917616,1.28471934050147,1.89330935931069e-12,6.34373480824152e-11,203.96,155.77,208.94,62.39,84.32,73.36
11,29280242,29283238,2997,*,6.2696333936161,6.86784934033185,5.22912648794855,1.46559996090547,1.95445731022562e-12,6.537287747161239e-11,121.35,107.62,121.42,36.47,31.62,44.43
5,37695277,37697349,2073,*,6.16129214807181,6.79379848976469,5.00846854120477,1.55864765874148,1.9712664205745e-12,6.577725863168879e-11,118.76,93.46,120.63,31.67,24.59,40.3
7,150992444,151029044,36601,*,11.9872093401725,11.0592695946219,12.5473290907681,-1.37508991936038,1.97335178225725e-12,6.577725863168879e-11,1711.74,2451.51,2238.42,6556.33,4769.36,6631.72
6,167710542,167723057,12516,*,8.74958609649733,8.0485049133911,9.21935638381396,-1.09600980182835,2.02331358928609e-12,6.722434774693269e-11,222.04,300.21,272.02,618.11,548.08,622.05
3,149133545,149135890,2346,*,5.77814429321166,6.44929333124694,4.48358017470204,1.73553161560136,2.02371956699503e-12,6.722434774693269e-11,82.62,77.03,102.5,24.95,24.59,17.57
5,36456187,36460804,4618,*,6.8870722517894,7.39184117208435,6.10394036796338,1.22334904153967,2.04407347827355e-12,6.77840009527661e-11,157.49,174.46,171.88,66.23,66.75,73.36
17,35431530,35434956,3427,*,6.70708292488513,7.23194941446616,5.87366874935602,1.30178440547874,2.04772233385328e-12,6.778872582257779e-11,129.09,152.37,169.52,57.59,61.48,56.83
5,154515713,154528326,12614,*,8.7527268484462,8.112041419851,9.19483896226055,-1.02947593375297,2.05622299572086e-12,6.79537763696945e-11,255.6,290.58,283.84,602.75,549.84,605.51
2,226426095,226428309,2215,*,5.85098754448336,6.52871564181998,4.53043386195912,1.68570633965664,2.06505777074567e-12,6.812928648775779e-11,103.27,83.83,89.88,29.75,15.81,23.77
11,128448189,128449991,1803,*,6.13210560665411,6.7349945089745,5.07694987126232,1.57860404513293,2.11898105770953e-12,6.97892006621779e-11,85.2,112.15,122.21,29.75,45.67,25.83
22,41727376,41728819,1444,*,6.19045282309651,5.20904854769546,6.76916310014564,-1.48116642481126,2.1230247720352097e-12,6.98034658465251e-11,43.89,30.02,37.06,98.86,122.97,105.4
1,1196240,1219983,23744,*,10.0822861492961,9.02014548552043,10.6873813170304,-1.50574953213131,2.23334992228478e-12,7.33062038158431e-11,376.94,628.74,551.92,1847.6,1133.05,1966.37
5,111928652,111933406,4755,*,6.82359865042576,7.34275712385199,6.00471631004263,1.29212893113001,2.3294929737162497e-12,7.6332351967553e-11,160.07,163.7,163.21,60.47,82.56,49.6
8,135515513,135516778,1266,*,5.81144160237294,6.45697956188635,4.6127741493428696,1.68385324234897,2.34192212669675e-12,7.6609780838288e-11,82.62,85.53,95.4,21.12,31.62,20.67
3,172200141,172204439,4299,*,6.48099287741237,7.0753666695481,5.4523849368149,1.5294814402953,2.38249607733795e-12,7.764244389283329e-11,142,124.61,137.98,23.99,65,42.37
1,66240053,66245791,5739,*,7.02055166452853,7.51083125860115,6.27219906242613,1.19034902500414,2.38359047043253e-12,7.764244389283329e-11,165.24,190.32,191.59,72.94,77.29,81.63
5,154472697,154488039,15343,*,9.49053029794636,8.73153117698504,9.98529801762217,-1.17507390385842,2.38553828543645e-12,7.764244389283329e-11,358.87,494.49,421.82,1088.4,887.12,1065.33
17,13568081,13570657,2577,*,6.39893821169336,6.99151466446493,5.37585224521161,1.45084418848709,2.41112596348691e-12,7.83433584068781e-11,136.84,105.36,139.56,38.39,38.65,47.53
9,14197867,14202112,4246,*,6.26453124086905,6.84630567638136,5.27405338331083,1.47521365573152,2.46030948473843e-12,7.980732092021489e-11,90.36,126.31,128.52,41.27,38.65,36.17
6,138969984,138973092,3109,*,6.52117444902964,7.12951029153808,5.44869268219068,1.56457861016528,2.4892883014783798e-12,8.06120782788634e-11,134.25,107.62,178.19,36.47,61.48,33.07
8,143866498,143895323,28826,*,10.8725615318282,9.78792198734207,11.4846685892953,-1.52989060898206,2.5166941777113997e-12,8.13632918690542e-11,645.45,1094.34,912.24,3234.5,2004.36,3358.22
1,162085130,162089864,4735,*,7.30914472184776,7.78078283458927,6.6038493594888,1.13510566927165,2.53023423541187e-12,8.1664471574654e-11,211.71,228.84,219.19,102.7,105.4,83.7
11,120337216,120341049,3834,*,6.44525463911711,7.01408904539856,5.49258455322834,1.38299149052075,2.56804722681817e-12,8.274676172679269e-11,142,117.25,128.52,47.03,45.67,42.37
1,163163806,163165247,1442,*,6.03815457353065,6.67566265884333,4.86795596229255,1.62727697937588,2.57668711785093e-12,8.2887008401684e-11,111.02,82.13,113.54,25.91,36.89,24.8
11,27241369,27243119,1751,*,5.73943662936639,6.44787579226023,4.28921297488741,1.80613368137026,2.62161327606808e-12,8.41921087478808e-11,113.6,70.24,78.06,22.08,21.08,15.5
8,141322351,141335061,12711,*,9.76765736307713,8.9388849162938,10.2907093046628,-1.25879770429286,2.6974445491743397e-12,8.64837404132463e-11,407.93,561.33,503.03,1302.44,1011.84,1443.52
6,87721856,87724096,2241,*,5.69031619233589,6.38259417707456,4.31012217883914,1.76637381729661,2.73488137763505e-12,8.75388438308252e-11,80.04,72.5,97.77,23.03,15.81,20.67
17,59825576,59827110,1535,*,5.38027307860946,6.14151093746263,3.66741769830896,2.00127199800377,2.77309911545297e-12,8.861541355215259e-11,87.78,57.78,66.23,9.6,14.05,14.47
2,241186018,241192807,6790,*,7.96491265178452,7.12883249409915,8.49081766523848,-1.2608855019025,2.7785662034993898e-12,8.864359804002259e-11,121.35,163.7,134.83,406.95,259.99,412.29
14,69315410,69340164,24755,*,9.46082769644969,8.65274108120094,9.97569344268131,-1.23039199557367,2.79966738240036e-12,8.916963674455709e-11,322.73,478.63,406.05,1050.97,853.74,1115.96
15,38893623,38896640,3018,*,6.19853034298232,6.79882260536162,5.15153879033163,1.49917586564357,2.95251078753817e-12,9.388304449913719e-11,116.18,97.99,119.84,29.75,38.65,38.23
4,2055429,2084784,29356,*,10.3453088089437,9.38829384310736,10.9156535670841,-1.40059421581331,3.07026307109081e-12,9.746698842922599e-11,539.6,821.89,648.9,2241.11,1443.98,2110
17,81799288,81826564,27277,*,10.6635708149391,9.61777081216843,11.263482478855,-1.4904459698235,3.1340120119094397e-12,9.932762987909059e-11,583.49,970.86,802.64,2755.56,1753.16,2866.37
20,11260645,11262410,1766,*,6.2302918321204,6.82042761188314,5.21465975150648,1.48330060587497,3.19301017608808e-12,1.01031858812293e-10,92.95,118.38,127.73,33.59,33.38,44.43
16,88521205,88533670,12466,*,8.71697089866629,7.74521548985078,9.29239430393584,-1.39544907907219,3.19877960450535e-12,1.01049029565199e-10,142,273.02,228.65,667.05,469.03,745.01
17,78229985,78244487,14503,*,9.65916579437764,8.8030154358944,10.1928042251736,-1.28928699508714,3.20733672591322e-12,1.0115406349442101e-10,369.2,502.42,468.34,1289,892.39,1329.86
6,52536222,52541354,5133,*,7.28720882586051,7.78112016876709,6.53024979952673,1.20620872463906,3.34166556369021e-12,1.05218925639777e-10,167.82,249.23,242.84,97.9,84.32,95.06
7,1329214,1334379,5166,*,7.5582872597126904,6.67817031835825,8.10096788763166,-1.29962936329511,3.3806513641083995e-12,1.06273386702939e-10,82.62,118.95,105.65,316.73,189.72,317.22
1,116507880,116511943,4064,*,7.54695804292963,8.01528910160401,6.8491119588354,1.1426899870982,3.40811629867986e-12,1.06962844809055e-10,214.29,266.22,295.67,103.66,126.48,115.73
7,131038154,131041437,3284,*,6.26703269185543,6.88940632623869,5.14860068632587,1.49720786457011,3.42557261921252e-12,1.07336459395844e-10,131.67,110.45,113.54,46.07,21.08,39.27
1,1155399,1186030,30632,*,10.5669508385838,9.5252528582767,11.1655490792627,-1.4855115873359,3.45971049327004e-12,1.08230716774093e-10,542.18,891,777.41,2638.47,1624.92,2627.68
3,196278346,196282318,3973,*,6.81513298231648,7.33670038653227,5.99014267905023,1.25537436688964,3.4882494008530097e-12,1.0894721432421801e-10,172.98,149.54,162.42,54.71,66.75,69.23
2,241559626,241565865,6240,*,8.22722330960295,7.24484434352019,8.80626397833795,-1.40093968079306,3.6209569331198696e-12,1.12909613529043e-10,103.27,194.85,156.9,501.97,310.93,530.08
3,197316091,197318177,2087,*,6.36646274760046,6.97973322616118,5.27804528805987,1.49704883796322,3.652517478414199e-12,1.1371033882476901e-10,149.75,101.96,126.94,31.67,35.13,49.6
7,135771670,135775563,3894,*,6.84117327335146,7.34320352914845,6.06470669174962,1.227617083017,3.6590135214679495e-12,1.13729434743633e-10,157.49,168.8,160.84,64.31,75.54,60.96
2,54631828,54637053,5226,*,6.96309258270915,7.46420917139369,6.18884002900955,1.191877885533,3.68921173459226e-12,1.1448399753591e-10,183.31,172.19,174.25,79.66,72.02,67.16
22,20146898,20161587,14690,*,8.6150142589026,7.65802269893406,9.18535089718568,-1.37545663434879,3.6964512071015596e-12,1.1452482562002301e-10,126.51,241.3,238.11,627.7,446.19,672.68
9,136175097,136183832,8736,*,8.70424285557916,7.87833532301801,9.22617078143797,-1.24603023944716,3.7669296626224096e-12,1.16509514490267e-10,188.47,269.05,248.36,654.58,454.98,687.14
2,27760411,27763916,3506,*,6.63303382671332,7.16865471915453,5.77167566041808,1.33682014255598,3.7725627719912596e-12,1.16509514490267e-10,139.42,141.61,150.59,40.31,66.75,56.83
1,209095788,209099277,3490,*,6.60804549784815,7.14277310172288,5.74903716021316,1.30956150089734,3.812127878713e-12,1.17543649568036e-10,134.25,135.94,153.75,47.99,54.46,58.9
3,196396887,196401045,4159,*,6.69451623429282,7.25279496587995,5.7717282543565,1.3434479930769,3.84428026278519e-12,1.1834629031915e-10,178.14,128.01,151.38,60.47,57.97,45.47
17,15478989,15480617,1629,*,6.57608897227261,7.13493829932863,5.65170695086721,1.35541198730878,3.8628263751834595e-12,1.18728175375869e-10,152.33,119.52,149.81,45.11,50.94,54.76
9,4901341,4902517,1177,*,5.78489258789924,4.54002437552519,6.44303875960907,-1.68606128059829,3.87879907808794e-12,1.19029877105832e-10,23.24,26.06,20.5,106.54,61.48,93
8,142479143,142481472,2330,*,6.90234047982157,5.91965981857642,7.48148335385442,-1.45897957764801,3.91392767844267e-12,1.19917533767563e-10,64.55,63.44,53.61,217.87,105.4,212.86
3,183285459,183287918,2460,*,6.29109258336272,6.87063496265253,5.30723182982775,1.43785138153046,3.99235982121629e-12,1.2212704497401e-10,116.18,104.79,130.09,38.39,42.16,38.23
18,22466083,22469096,3014,*,6.74736279749489,7.28459071531008,5.88176395251471,1.29493974168546,4.00713777298563e-12,1.22385457448864e-10,178.14,138.21,151.38,59.51,66.75,50.63
10,132450500,132469718,19219,*,9.90185310571412,8.7966654934355,10.5202402356909,-1.54066441485402,4.0550589436659195e-12,1.23653713813712e-10,291.74,569.26,473.07,1696.91,1015.35,1693.58
X,46260223,46261468,1246,*,5.82852447312957,6.49814601479578,4.53991139490271,1.66795929544976,4.13764248837501e-12,1.25973294846857e-10,87.78,83.27,100.13,27.83,14.05,27.9
5,157561095,157565521,4427,*,7.49571142477138,7.96919290718553,6.78623957984519,1.14528557440885,4.2712609253097495e-12,1.29836929982725e-10,209.13,269.05,273.59,97.9,107.16,126.06
5,135385452,135388536,3085,*,6.2881662766281,6.86043172640155,5.32560041485371,1.41377835153034,4.30760787460959e-12,1.30736237111189e-10,105.85,118.95,123.79,44.15,36.89,39.27
17,13344849,13348882,4034,*,7.76544640517245,8.2164045376588,7.10584281696804,1.05388382940333,4.36530717417947e-12,1.32279754856445e-10,314.98,283.22,294.09,126.69,138.78,147.76
13,113080387,113084970,4584,*,7.34524655194609,6.53825141655654,7.85967578498174,-1.1867632039304301,4.40138124063475e-12,1.33164168271035e-10,67.13,107.62,104.08,231.31,202.02,263.49
15,73599917,73603392,3476,*,6.76134373113654,7.27592279475887,5.95397408199226,1.24255888336567,4.43417247541052e-12,1.33946650729862e-10,160.07,149.54,155.33,62.39,66.75,56.83
5,112735826,112738725,2900,*,6.14346314864952,6.74966687349191,5.07779598710055,1.50979623320569,4.51478091415675e-12,1.3616889144055e-10,118.76,92.89,111.17,31.67,38.65,31
7,2472845,2485837,12993,*,9.41707603143925,8.37723529367521,10.0150779792984,-1.47123926011096,4.54438084996371e-12,1.36848154162536e-10,206.54,399.9,391.07,1121.04,771.18,1212.06
6,16683295,16685633,2339,*,6.36448710019346,6.94143184618474,5.38827643051684,1.42483836797383,4.6268548312604896e-12,1.39115061357324e-10,142,115.55,111.17,36.47,50.94,38.23
3,190016881,190018849,1969,*,6.05475059258471,6.65981215232841,4.9927166644393,1.56269562341064,4.68056048477294e-12,1.40511297907011e-10,95.53,97.43,110.38,27.83,43.92,23.77
1,94416246,94420268,4023,*,6.70378435154746,7.22542263562233,5.87861378183073,1.29631073227815,4.73843096646136e-12,1.42028040115655e-10,121.35,165.96,161.63,53.75,59.73,63.03
11,130100095,130105352,5258,*,7.32494954240308,7.80794735722472,6.59363578996854,1.16774112768148,4.78954055911397e-12,1.4333775174822001e-10,240.11,212.98,219.19,79.66,121.21,88.86
9,108093006,108095508,2503,*,5.98181679402604,6.5996009726457,4.8786186625053,1.59725242196047,4.82900642520812e-12,1.44295488745825e-10,87.78,91.2,111.96,26.87,38.65,22.73
1,230185261,230188138,2878,*,6.89450931686953,6.00247810075985,7.44160875709482,-1.25093589197449,4.83971254484692e-12,1.4439222628013201e-10,43.89,75.9,72.54,156.45,191.48,173.59
9,136168199,136174122,5924,*,8.45392504474194,7.57749355390157,8.99522862833192,-1.29411109766535,4.90013937653689e-12,1.45939247992178e-10,142,229.97,201.06,548.04,379.44,603.45
5,96226921,96229458,2538,*,5.55249847527749,6.28374336638832,3.99580409411114,1.91764600861122,4.90666276288812e-12,1.45939247992178e-10,103.27,63.44,67.02,10.56,22.84,14.47
19,49527930,49535689,7760,*,8.22473758741465,7.50513525746067,8.70265856435122,-1.10229582880742,4.93702565559206e-12,1.46616769584579e-10,142,212.98,190.02,423.27,386.47,440.19
8,67710792,67715359,4568,*,7.42643108141356,7.93380522029988,6.63691813186413,1.17785592063713,5.13058834061197e-12,1.52131387099772e-10,284,220.91,228.65,120.93,82.56,95.06
19,3781355,3787473,6119,*,7.62253467201405,6.66973597152277,8.19141387496104,-1.3625202523566,5.20282677240904e-12,1.5403713628022001e-10,74.87,135.94,94.61,322.49,207.29,347.19
19,39889851,39893713,3863,*,6.93173183805566,6.02840090487879,7.48297625767975,-1.30215175072922,5.22047450878927e-12,1.54323293086274e-10,49.05,78.17,68.6,195.8,135.26,205.63
3,188672139,188674300,2162,*,6.27633202153537,6.88224135152208,5.21160248256835,1.54146502108687,5.23448627397146e-12,1.54501256694183e-10,129.09,96.29,128.52,32.63,52.7,25.83
5,169348799,169352622,3824,*,7.17907782216599,7.67114608731738,6.42649559719715,1.1989772785673,5.24443280847338e-12,1.54558871168012e-10,191.05,184.66,235.75,73.9,98.37,85.76
5,43431994,43433853,1860,*,6.10677975224612,6.7330478017605,4.9752549498512,1.51819111086053,5.45946488425852e-12,1.60651194227351e-10,118.76,96.29,104.08,37.43,22.84,34.1
5,78636018,78643150,7133,*,7.6773743499909,8.12047231270823,7.03459852865781,1.05387115638049,5.70501324328499e-12,1.6762161251129002e-10,260.76,297.38,276.75,134.37,137.02,121.93
8,125270053,125271855,1803,*,5.9258815985228,6.56876041570413,4.73672174173005,1.59251162946839,5.73093175872575e-12,1.6812762320401401e-10,98.11,84.96,101.71,26.87,21.08,32.03
7,1282039,1305260,23222,*,9.75873191973391,8.87666447916396,10.3021393864196,-1.31470074928278,5.78167837501069e-12,1.69359375794063e-10,374.36,565.86,469.92,1396.5,971.44,1419.75
10,63627589,63632504,4916,*,7.47713219517744,7.94376401497899,6.78309220936282,1.09814671588164,5.9885957290211395e-12,1.7515510019541e-10,237.53,254.33,246.79,104.62,96.62,129.16
8,61803534,61807000,3467,*,6.36403092364314,6.93299738742726,5.41098164631834,1.40448960067156,6.15392927435863e-12,1.79718904322017e-10,134.25,109.32,123,37.43,50.94,39.27
6,157442254,157445202,2949,*,6.78768387882491,7.3348335797435,5.89551636830351,1.32087727579178,6.19293980266985e-12,1.80585377383132e-10,154.91,147.27,182.13,50.87,49.19,78.53
17,47262235,47268249,6015,*,7.60985048639951,8.06285582776279,6.94581643228779,1.0649610896183,6.25565549225952e-12,1.82139439204598e-10,250.44,267.92,283.84,123.81,110.67,135.36
