"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0051403","stress-activated MAPK cascade","37/1386","239/18903",1.21539538082624e-05,0.000973533842855711,0.000793046235493279,"9867/6788/23043/3480/9448/10550/54986/29969/4216/5048/7042/4281/153769/2150/7164/51284/23008/23236/9821/3146/27347/4088/10371/10392/401265/1956/51776/222643/3553/9175/5605/7477/54910/5345/3965/1852/2324",37
"GO:0035107","appendage morphogenesis","26/1386","142/18903",1.22954966312226e-05,0.000973533842855711,0.000793046235493279,"860/10512/3899/2737/8626/4853/26005/342184/5915/7042/79977/56603/444/2131/657/64327/2019/5087/340419/3066/51776/4041/6469/9496/6497/7473",26
"GO:0035108","limb morphogenesis","26/1386","142/18903",1.22954966312226e-05,0.000973533842855711,0.000793046235493279,"860/10512/3899/2737/8626/4853/26005/342184/5915/7042/79977/56603/444/2131/657/64327/2019/5087/340419/3066/51776/4041/6469/9496/6497/7473",26
"GO:0060562","epithelial tube morphogenesis","47/1386","335/18903",1.31897710561266e-05,0.00100311679874226,0.000817144680527069,"6788/4233/374/8829/2908/2737/6789/4853/27086/26005/8321/9955/342184/25/367/9723/3791/7042/8549/653/79977/2131/7849/4070/7490/2909/4088/9353/5087/25902/340419/1435/65979/27443/4041/5076/9421/10660/1482/6469/23513/5979/54910/6497/23654/7481/441478",47
"GO:0071214","cellular response to abiotic stimulus","47/1386","335/18903",1.31897710561266e-05,0.00100311679874226,0.000817144680527069,"4734/23514/136319/3480/404672/55144/5295/54206/4638/51719/3694/8738/23596/9683/3759/231/10725/10367/6121/51284/11011/2033/27347/3690/10714/6101/51776/3553/2475/5424/1936/41/5339/83959/10991/6011/10715/84329/7481/1642/9780/5064/1396/118471/26012/6339/26155",47
"GO:0104004","cellular response to environmental stimulus","47/1386","335/18903",1.31897710561266e-05,0.00100311679874226,0.000817144680527069,"4734/23514/136319/3480/404672/55144/5295/54206/4638/51719/3694/8738/23596/9683/3759/231/10725/10367/6121/51284/11011/2033/27347/3690/10714/6101/51776/3553/2475/5424/1936/41/5339/83959/10991/6011/10715/84329/7481/1642/9780/5064/1396/118471/26012/6339/26155",47
"GO:0031032","actomyosin structure organization","33/1386","204/18903",1.40392473875988e-05,0.0010440668341857,0.000850502813569955,"4233/8829/11214/5295/84978/961/25/55604/4205/9124/1266/27302/23332/29766/23136/3688/22998/4627/4070/4088/122786/80206/7168/2475/10398/5339/1482/114822/5345/11155/7481/84033/7140",33
"GO:0016055","Wnt signaling pathway","59/1386","456/18903",1.41720697884622e-05,0.0010440668341857,0.000850502813569955,"6788/5218/1500/23043/2737/9314/9863/6789/267/9037/324/8321/25937/219771/2776/25/29969/23499/23189/4693/10927/8418/1456/8549/6934/4163/2131/23213/9686/7128/7088/4088/79971/8840/340419/1956/81839/26524/4920/261734/205147/4041/9368/10297/7477/6477/1482/7089/2870/6469/79816/6497/81029/7481/1642/147111/7473/85409/441478",59
"GO:0030111","regulation of Wnt signaling pathway","47/1386","336/18903",1.42701176298737e-05,0.0010440668341857,0.000850502813569955,"6788/5218/1500/2737/6789/267/9037/324/8321/25937/219771/2776/25/29969/23499/23189/10927/8418/1456/8549/6934/4163/23213/9686/7128/7088/4088/79971/8840/340419/1956/26524/261734/205147/9368/10297/1482/7089/6469/79816/6497/81029/7481/147111/7473/85409/441478",47
"GO:0031532","actin cytoskeleton reorganization","22/1386","111/18903",1.55880497903373e-05,0.00112623659735187,0.000917438772528669,"8829/23043/4853/10788/5770/4739/25/55604/9723/84168/54828/4289/4916/4627/7010/26053/90550/10458/5339/79778/1020/9024",22
"GO:0072001","renal system development","45/1386","318/18903",1.60573238634337e-05,0.00113979653606032,0.000928484776142378,"51196/4643/84159/8829/2737/163/9863/4853/6772/639/4763/25937/9955/342184/5915/7042/231/27302/168667/8549/59/56603/2200/2131/8879/23213/7849/4070/7010/7490/3690/79810/4088/171023/9353/5087/4774/10758/5076/7477/6469/5979/1636/7481/7161",45
"GO:0198738","cell-cell signaling by wnt","59/1386","458/18903",1.61701238679837e-05,0.00113979653606032,0.000928484776142378,"6788/5218/1500/23043/2737/9314/9863/6789/267/9037/324/8321/25937/219771/2776/25/29969/23499/23189/4693/10927/8418/1456/8549/6934/4163/2131/23213/9686/7128/7088/4088/79971/8840/340419/1956/81839/26524/4920/261734/205147/4041/9368/10297/7477/6477/1482/7089/2870/6469/79816/6497/81029/7481/1642/147111/7473/85409/441478",59
"GO:0048880","sensory system development","53/1386","398/18903",1.71849656931277e-05,0.0011799016799761,0.00096115465571537,"4544/8829/200734/27067/4124/2737/9314/4853/3725/639/4763/24147/8412/23093/4693/5915/1411/3791/2195/7042/6774/3624/6121/79977/2200/7490/2909/4088/10371/493/6101/5087/3066/1956/128637/356/65979/4915/6531/261734/4041/5076/7477/10319/54549/6469/5979/6497/81029/5090/286204/1409/5158",53
"GO:0001654","eye development","52/1386","388/18903",1.72254644246537e-05,0.0011799016799761,0.00096115465571537,"4544/8829/200734/27067/4124/2737/9314/4853/3725/639/4763/24147/8412/23093/4693/5915/1411/3791/2195/7042/6774/3624/6121/79977/2200/7490/2909/4088/493/6101/5087/3066/1956/128637/356/65979/4915/6531/261734/4041/5076/7477/10319/54549/6469/5979/6497/81029/5090/286204/1409/5158",52
"GO:0090092","regulation of transmembrane receptor protein serine/threonine kinase signaling pathway","42/1386","290/18903",1.73514952937662e-05,0.0011799016799761,0.00096115465571537,"9315/858/200734/9863/4853/51232/51496/8321/25/4926/3791/7042/27302/168667/3624/653/9688/2200/51742/657/23213/2033/65997/4088/2734/3066/222663/26524/23090/94031/100507588/25855/6469/63976/3625/6497/10272/23144/375616/286204/348093/390598",42
"GO:0099084","postsynaptic specialization organization","11/1386","34/18903",1.87148519416499e-05,0.00125262785742915,0.00102039781574951,"22871/3556/9419/4916/4983/9379/85358/4884/22941/84628/94030",11
"GO:0035265","organ growth","30/1386","180/18903",1.8854433148155e-05,0.00125262785742915,0.00102039781574951,"6788/861/6789/11214/344901/27086/25/23286/5618/367/5915/7042/27302/80014/3720/2131/657/4921/54796/9686/7490/340419/26524/5447/4880/1482/6469/6497/7161/1852",30
"GO:0007411","axon guidance","36/1386","236/18903",2.20070497369761e-05,0.00144546303954229,0.00117748245781691,"1123/7204/10512/8828/8829/2737/399/23022/4853/9037/4781/2115/5747/9723/4897/27020/6586/2131/3918/2909/10371/9353/4983/627/1959/6477/6469/5979/54910/1020/90249/2046/23654/7473/1943/8022",36
"GO:0061448","connective tissue development","40/1386","274/18903",2.26244500962056e-05,0.00146886074821017,0.00119654236509636,"960/3696/860/84159/7227/2737/861/4781/79068/5915/27302/59/653/2131/657/23213/7045/7490/3690/5467/4088/8840/2734/399979/340419/22856/1435/11173/5447/5745/4880/4041/389084/89766/9421/7477/81029/340260/7481/1396",40
"GO:0150063","visual system development","52/1386","392/18903",2.28715341416809e-05,0.00146886074821017,0.00119654236509636,"4544/8829/200734/27067/4124/2737/9314/4853/3725/639/4763/24147/8412/23093/4693/5915/1411/3791/2195/7042/6774/3624/6121/79977/2200/7490/2909/4088/493/6101/5087/3066/1956/128637/356/65979/4915/6531/261734/4041/5076/7477/10319/54549/6469/5979/6497/81029/5090/286204/1409/5158",52
"GO:1902414","protein localization to cell junction","20/1386","98/18903",2.39758086763839e-05,0.00151757742193952,0.00123622724610007,"22871/27067/7414/102/83700/6616/3716/2903/8766/5590/10458/9379/50944/23513/1020/4884/59284/27065/2905/10815",20
"GO:0097485","neuron projection guidance","36/1386","237/18903",2.4155211560283e-05,0.00151757742193952,0.00123622724610007,"1123/7204/10512/8828/8829/2737/399/23022/4853/9037/4781/2115/5747/9723/4897/27020/6586/2131/3918/2909/10371/9353/4983/627/1959/6477/6469/5979/54910/1020/90249/2046/23654/7473/1943/8022",36
"GO:0033674","positive regulation of kinase activity","62/1386","496/18903",2.52183489200797e-05,0.00156733394363506,0.00127675919320336,"6788/4233/374/3480/6789/11214/685/1600/5788/219771/3606/5770/4739/25/5618/55626/51719/5747/4216/10920/3791/7042/388121/2146/7164/23531/152110/4916/255324/51429/657/23118/2258/4921/7010/3690/493/1956/3553/1435/9175/51422/2475/4915/805/5605/4920/5590/2264/6556/11314/1609/5979/1020/151/285489/55890/2046/1636/7481/221938/2324",62
"GO:1903539","protein localization to postsynaptic membrane","11/1386","35/18903",2.54928928723494e-05,0.00156754171066149,0.00127692844141119,"102/6616/2903/8766/5590/23513/4884/59284/27065/2905/10815",11
"GO:0003012","muscle system process","58/1386","455/18903",2.59145816990571e-05,0.00157669770758474,0.00128438696886296,"51196/323/7402/114907/476/136319/26509/11214/2697/817/54206/4638/800/27086/3778/2741/4205/3759/6641/27302/845/29766/59/2146/5142/5144/444/2023/3720/23213/2258/9722/4088/493/9732/3066/3553/5578/7168/2475/805/140628/816/10398/2593/1482/151/6261/4636/4634/8912/3768/3784/7140/1144/124093/3757/388428",58
"GO:0048588","developmental cell growth","35/1386","229/18903",2.72899041919728e-05,0.00163007545241718,0.00132786878504135,"10512/8828/8829/11214/344901/9037/27086/57609/25/23499/4131/7414/9723/4897/22902/5048/57698/9962/3688/6586/2131/2258/57142/9201/65059/26053/10371/9353/627/9175/5590/54910/1020/59284/7473",35
"GO:0010976","positive regulation of neuron projection development","27/1386","157/18903",2.73559375232641e-05,0.00163007545241718,0.00132786878504135,"22871/8829/27067/3480/9863/8321/25/2889/466/5048/950/27020/2146/653/4916/2033/2909/627/4915/4920/816/10458/5979/3706/23654/126520/5753",27
"GO:0010761","fibroblast migration","14/1386","55/18903",3.04588240100644e-05,0.00179381827571512,0.00146125462525473,"84159/79899/5747/9124/5581/59/3688/8879/4921/23603/3690/114757/9368/5339",14
"GO:0090303","positive regulation of wound healing","15/1386","62/18903",3.07245690823178e-05,0.00179381827571512,0.00146125462525473,"4638/9076/23189/5747/10565/948/5581/196527/3688/4921/8840/2475/64094/53905/5345",15
"GO:0060996","dendritic spine development","19/1386","92/18903",3.19352362027068e-05,0.001828715635309,0.00148968221393865,"22871/22891/27067/5597/50807/5048/55619/54149/3066/26115/816/10458/9762/547/50944/85358/1020/3706/9922",19
"GO:0001763","morphogenesis of a branching structure","32/1386","203/18903",3.19550655996901e-05,0.001828715635309,0.00148968221393865,"10512/4233/374/8829/2737/8626/6789/639/473/9955/25/7052/367/9723/3791/79977/2131/23213/2258/57142/7849/4070/7490/9353/5087/340419/1435/9175/4041/5076/6469/441478",32
"GO:0062237","protein localization to postsynapse","11/1386","36/18903",3.42906233154816e-05,0.00194313532121062,0.00158288914437718,"102/6616/2903/8766/5590/23513/4884/59284/27065/2905/10815",11
"GO:0032872","regulation of stress-activated MAPK cascade","31/1386","195/18903",3.57082231760764e-05,0.0019845531726704,0.00161662836302217,"9867/6788/23043/3480/9448/10550/54986/29969/4216/5048/7042/4281/153769/2150/7164/23008/23236/9821/3146/27347/10371/10392/401265/1956/222643/3553/5605/7477/54910/5345/2324",31
"GO:0051495","positive regulation of cytoskeleton organization","31/1386","195/18903",3.57082231760764e-05,0.0019845531726704,0.00161662836302217,"4233/8829/10602/9037/961/342184/25/55604/4131/4926/54828/27302/23332/2150/5581/22998/4916/51429/7010/153241/4088/7168/55243/2475/55755/10458/1020/5345/23580/7481/246",31
"GO:0042692","muscle cell differentiation","53/1386","409/18903",3.65499421084845e-05,0.00201055830607001,0.0016378122933985,"92737/9734/858/57591/55122/136319/26509/9474/11214/27086/8038/3915/824/5915/1794/4205/27302/29766/2146/3688/56603/657/4627/64208/85461/7490/81/79810/405754/1827/627/80206/64754/23345/7168/2475/10398/5339/1482/6469/54910/6497/6261/81029/11155/92304/8912/575/348093/9780/84033/7140/6899",53
"GO:0001822","kidney development","43/1386","309/18903",3.68718305265435e-05,0.00201055830607001,0.0016378122933985,"51196/4643/84159/8829/2737/163/9863/4853/6772/639/4763/25937/9955/342184/5915/7042/231/27302/168667/59/56603/2200/2131/8879/23213/7849/4070/7010/7490/3690/79810/4088/171023/9353/5087/10758/5076/7477/6469/5979/1636/7481/7161",43
"GO:0001708","cell fate specification","21/1386","109/18903",3.76280226992126e-05,0.00202816724872476,0.00165215663878089,"8829/2737/57459/324/367/6913/3688/4916/657/3066/9095/23040/5076/10297/30012/6469/9496/347853/7481/8022/6899",21
"GO:0060998","regulation of dendritic spine development","14/1386","56/18903",3.78965506682135e-05,0.00202816724872476,0.00165215663878089,"22871/27067/5597/50807/5048/54149/3066/26115/816/10458/547/50944/85358/3706",14
"GO:0071772","response to BMP","29/1386","178/18903",3.97730828626028e-05,0.00208989471768949,0.0017024401879849,"860/4853/51232/51496/8321/25/4926/3791/7042/27302/168667/653/1655/2200/2131/657/23213/4088/222663/11173/140628/23090/94031/6497/10272/375616/286204/348093/390598",29
"GO:0071773","cellular response to BMP stimulus","29/1386","178/18903",3.97730828626028e-05,0.00208989471768949,0.0017024401879849,"860/4853/51232/51496/8321/25/4926/3791/7042/27302/168667/653/1655/2200/2131/657/23213/4088/222663/11173/140628/23090/94031/6497/10272/375616/286204/348093/390598",29
"GO:0043010","camera-type eye development","46/1386","340/18903",4.08499908183418e-05,0.00212714366603618,0.0017327833943143,"4544/8829/200734/4124/2737/9314/4853/3725/4763/24147/8412/23093/4693/1411/3791/2195/7042/6774/3624/6121/79977/2200/7490/2909/4088/493/6101/3066/1956/128637/65979/4915/6531/261734/4041/5076/7477/10319/54549/6469/5979/6497/81029/286204/1409/5158",46
"GO:0030326","embryonic limb morphogenesis","22/1386","118/18903",4.20479498035681e-05,0.00215077123774003,0.00175203054933731,"860/3899/2737/8626/4853/26005/5915/7042/79977/56603/657/64327/2019/5087/340419/3066/51776/4041/6469/9496/6497/7473",22
"GO:0035113","embryonic appendage morphogenesis","22/1386","118/18903",4.20479498035681e-05,0.00215077123774003,0.00175203054933731,"860/3899/2737/8626/4853/26005/5915/7042/79977/56603/657/64327/2019/5087/340419/3066/51776/4041/6469/9496/6497/7473",22
"GO:0001558","regulation of cell growth","54/1386","422/18903",4.38105777933074e-05,0.00220793641961505,0.00179859763338884,"10512/51196/131566/6695/8829/136319/344901/2697/817/3371/9037/27086/57609/25/23499/11143/4131/9723/102/4897/5270/79109/22902/5048/7042/27302/57698/9962/3624/23136/7003/6586/2023/2258/57142/9686/7490/5467/4088/10371/9353/1956/627/2137/9175/2475/54910/1020/59284/92304/7481/7473/23677/3249",54
"GO:0035637","multicellular organismal signaling","28/1386","170/18903",4.39295308400919e-05,0.00220793641961505,0.00179859763338884,"4544/476/288/2697/817/4897/2741/83700/4205/3759/5048/845/5144/493/2475/4915/805/2859/5339/478/1482/8911/59284/8912/3784/489/492/3757",28
"GO:0051893","regulation of focal adhesion assembly","15/1386","64/18903",4.5840700721565e-05,0.00226460897581748,0.00184476342175043,"8829/9448/2824/342184/25/23499/7414/5747/54828/3791/23332/22998/7010/23603/4088",15
"GO:0090109","regulation of cell-substrate junction assembly","15/1386","64/18903",4.5840700721565e-05,0.00226460897581748,0.00184476342175043,"8829/9448/2824/342184/25/23499/7414/5747/54828/3791/23332/22998/7010/23603/4088",15
"GO:0097106","postsynaptic density organization","10/1386","31/18903",4.62526436580805e-05,0.0022655955961331,0.00184556712830147,"22871/3556/9419/4916/4983/9379/85358/4884/22941/94030",10
"GO:0070302","regulation of stress-activated protein kinase signaling cascade","31/1386","198/18903",4.81845820264464e-05,0.00234039398414168,0.00190649832290398,"9867/6788/23043/3480/9448/10550/54986/29969/4216/5048/7042/4281/153769/2150/7164/23008/23236/9821/3146/27347/10371/10392/401265/1956/222643/3553/5605/7477/54910/5345/2324",31
"GO:0046777","protein autophosphorylation","34/1386","226/18903",4.9036025704194e-05,0.00236190190475201,0.00192401879802509,"23043/3480/6789/3725/817/54206/5788/25/5912/5618/5747/3791/4293/1859/152110/9821/4921/27347/7010/23604/1956/9175/2475/4915/805/5605/816/2264/1020/6011/2046/1636/5753/2324",34
"GO:0120034","positive regulation of plasma membrane bounded cell projection assembly","21/1386","111/18903",4.98171343764055e-05,0.00237969451814565,0.00193851276264169,"22871/51196/57451/8829/10602/5295/324/54828/2150/153241/2909/26053/6101/2475/9696/3064/23580/64787/9001/5064/375790",21
"GO:0007044","cell-substrate junction assembly","19/1386","95/18903",5.09361920355511e-05,0.00240517949063951,0.00195927296696968,"667/8829/9448/2824/3915/342184/25/23499/7414/5747/54828/3791/23332/22998/7010/23603/3690/4088/5339",19
"GO:0045060","negative thymic T cell selection","6/1386","11/18903",5.14880875832663e-05,0.00240517949063951,0.00195927296696968,"2737/9474/5788/1794/6469/326",6
"GO:0060411","cardiac septum morphogenesis","16/1386","72/18903",5.19318102667498e-05,0.00240517949063951,0.00195927296696968,"10512/8828/8829/4853/8321/7042/653/6586/657/9353/9421/1482/161882/53834/7481/6899",16
"GO:0045216","cell-cell junction organization","32/1386","208/18903",5.2015127392723e-05,0.00240517949063951,0.00195927296696968,"1500/2697/324/9076/5583/7414/102/1009/83700/7042/2150/56288/79977/23136/2131/84612/64065/4088/10686/3553/5578/1006/55243/23396/261734/5339/79778/5657/1636/9080/7481/11187",32
"GO:1902903","regulation of supramolecular fiber organization","50/1386","384/18903",5.30647606705467e-05,0.00243424060853778,0.00198294631979411,"6711/4233/8829/10602/136319/11214/7114/5295/9037/324/961/342184/25/55604/23189/4131/4926/10565/4281/27302/5921/23332/2150/5581/29766/5203/22998/1859/51429/2258/4070/2909/4088/9353/51571/80206/7168/55243/2475/55755/10458/10297/114822/50944/85358/5345/23580/7481/246/256949",50
"GO:0035329","hippo signaling","12/1386","44/18903",5.34988412297759e-05,0.00243482915203232,0.00198342575069032,"29970/9867/6788/6789/25937/23286/80014/7003/9686/26524/22941/284086",12
"GO:0001649","osteoblast differentiation","36/1386","246/18903",5.40542547797141e-05,0.00243859755356141,0.00198649551212533,"860/374/2737/1021/8626/344901/51232/3371/4763/8321/25937/5747/55603/27044/3569/1655/657/1591/4921/4088/8840/202151/340419/222663/1462/5745/4880/4041/2194/7477/6469/6497/7481/7473/4037/1050",36
"GO:0007254","JNK cascade","28/1386","172/18903",5.44254471296577e-05,0.00243859755356141,0.00198649551212533,"9867/6788/23043/3480/9448/54986/29969/5048/153769/2150/7164/51284/23236/9821/3146/4088/10371/10392/401265/1956/51776/222643/3553/9175/7477/5345/1852/2324",28
"GO:0061041","regulation of wound healing","24/1386","137/18903",5.51773768682768e-05,0.00245082328163955,0.00199645466012997,"302/4638/9076/23189/5747/5270/10565/23332/948/2150/5581/59/196527/6558/3688/4921/7128/4088/8840/2475/64094/53905/5345/83481",24
"GO:0002573","myeloid leukocyte differentiation","33/1386","218/18903",5.55463408122458e-05,0.00245082328163955,0.00199645466012997,"3696/302/29887/861/1021/10234/4853/3725/5295/27086/4763/4739/3694/5048/2150/3624/2200/4627/8840/130733/5578/1435/2475/4920/2194/161882/126014/10272/5657/1943/863/133522/1050",33
"GO:0050807","regulation of synapse organization","32/1386","209/18903",5.71886369152558e-05,0.00250416910128923,0.00203991046987192,"22871/4734/8828/27067/3556/8321/4739/7534/25/4897/5048/9419/4916/85461/627/1006/27286/4915/26115/816/10458/9762/547/85358/1020/3706/4884/22941/84628/575/94030/375790",32
"GO:0060997","dendritic spine morphogenesis","14/1386","58/18903",5.76654882106954e-05,0.00250606407411894,0.00204145412557531,"22871/22891/27067/5048/55619/26115/816/10458/9762/547/50944/85358/1020/3706",14
"GO:0070372","regulation of ERK1 and ERK2 cascade","43/1386","315/18903",5.82586575358984e-05,0.00251294806386189,0.00204706186298565,"960/8829/200734/4853/3725/54206/5788/5770/7534/25/1411/3791/154043/168667/388121/948/2150/27020/59/3624/152110/3146/4921/7010/152007/3690/10392/1956/3553/2651/5578/5590/2264/9368/5345/10347/54550/374403/3965/246/1852/171389/2324",43
"GO:0032271","regulation of protein polymerization","31/1386","201/18903",6.44820250217017e-05,0.00276078596018841,0.00224895203058146,"6711/4233/10602/136319/7114/342184/25/55626/55604/23189/4131/4926/10565/5921/23332/5581/29766/7417/1859/51429/9353/51571/80206/55243/2475/55755/10458/23580/11076/246/256949",31
"GO:0099177","regulation of trans-synaptic signaling","56/1386","449/18903",6.50920862322561e-05,0.00276641366487088,0.00225353639099754,"22871/9162/2171/27067/57689/4763/25/4131/5270/11252/1009/5581/27020/6616/2918/6507/6558/3688/2903/23236/2894/4983/627/3553/1959/4915/29/4920/5590/816/10458/41/773/57338/50944/85358/1020/3706/2914/57596/4884/22941/59284/27065/84628/1636/9066/575/9001/440829/9454/2905/392862/2902/10815/26012",56
"GO:0097061","dendritic spine organization","17/1386","81/18903",6.61974380789154e-05,0.00279285541676008,0.00227507599329227,"22871/22891/27067/3480/4739/5048/55619/85461/26115/816/10458/9762/547/50944/85358/1020/3706",17
"GO:0032874","positive regulation of stress-activated MAPK cascade","23/1386","130/18903",6.67794985081653e-05,0.00279699638679127,0.0022784492511596,"9867/6788/23043/10550/4216/7042/4281/153769/2150/7164/23008/23236/9821/3146/27347/10371/10392/222643/3553/7477/54910/5345/2324",23
"GO:0050673","epithelial cell proliferation","59/1386","481/18903",6.74101469021466e-05,0.00280309819492379,0.00228341981895723,"6788/860/8828/858/374/8829/1021/8626/6789/4853/3725/6772/54206/9037/4781/4763/3915/9076/367/3791/57608/7042/6774/168667/8549/6934/653/3569/4163/255324/657/23213/79400/3146/57142/4070/7010/7128/3690/5467/4088/1956/5578/26298/1602/5605/5076/1482/6469/2523/619552/3167/57152/51162/3249/6899/2324/441478/83481",59
"GO:0110053","regulation of actin filament organization","39/1386","278/18903",6.96936811565522e-05,0.00286204596071568,0.00233143900606106,"6711/4233/8829/10602/136319/7114/5295/9037/961/342184/25/55604/23189/10565/5921/23332/2150/5581/29766/22998/51429/4070/2909/4088/9353/51571/80206/7168/55243/2475/10458/114822/50944/85358/5345/23580/7481/246/256949",39
"GO:0045926","negative regulation of growth","36/1386","249/18903",6.98180762043099e-05,0.00286204596071568,0.00233143900606106,"6788/10512/131566/8829/6789/344901/2697/9037/27086/57609/23286/9723/5270/7042/27302/80014/3624/6586/2023/3720/2258/57142/9686/7490/5467/4088/10371/9353/54910/1020/92304/7481/7473/5753/23677/7161",36
"GO:0001755","neural crest cell migration","14/1386","59/18903",7.05573867129977e-05,0.00287198376902202,0.00233953440153624,"10512/8828/8829/9037/9723/23603/10371/65979/6469/5979/54910/4902/55698/6899",14
"GO:0090287","regulation of cellular response to growth factor stimulus","45/1386","338/18903",7.2701454442405e-05,0.00293856228445525,0.00239376964093395,"860/4734/9315/858/8829/200734/4853/51232/51496/8321/5770/25/4926/3791/57608/168667/27020/2200/51742/23213/2033/65997/3690/4088/9508/493/9353/2734/3066/3553/222663/26524/23090/94031/64094/100507588/25855/63976/6497/10272/375616/286204/348093/390598/11156",45
"GO:0032350","regulation of hormone metabolic process","11/1386","39/18903",7.79866806812813e-05,0.00311497676502716,0.00253747788562493,"476/3480/2908/6934/653/7849/5447/405753/51083/1609/3249",11
"GO:1903131","mononuclear cell differentiation","58/1386","473/18903",7.81438807835534e-05,0.00311497676502716,0.00253747788562493,"3696/860/9734/3575/2737/399/96459/9474/29102/861/1021/4853/3725/7163/639/5295/27086/5788/3606/25/55626/359948/11143/1015/3694/1493/1794/6774/2150/3624/2146/3569/3688/56603/6599/2033/4627/55619/3146/8808/5087/3553/1435/2475/10758/5590/6929/51412/2194/161882/6469/100141515/10945/5657/3965/8581/326/441478",58
"GO:0010586","miRNA metabolic process","18/1386","90/18903",7.95974302985655e-05,0.00315118593921718,0.00256697408598041,"79670/57591/2113/2908/29102/9314/3725/4781/27044/7042/6774/7003/1655/657/7490/5467/4088/10984",18
"GO:0045785","positive regulation of cell adhesion","59/1386","484/18903",8.02730141490885e-05,0.00315631307334511,0.00257115067876028,"960/7402/8728/8829/2113/3575/9448/2737/399/861/1021/288/6789/56477/84978/5788/3915/3606/961/4739/342184/25/55626/55604/7052/4651/3791/7042/948/5581/10725/3716/80380/3569/6599/29851/25890/3146/970/7010/3690/4088/8808/51571/3553/2651/5578/1435/7168/5590/51412/6469/5979/2523/5345/10272/3965/246/9780",59
"GO:0030509","BMP signaling pathway","27/1386","167/18903",8.27755925500927e-05,0.00321388668315238,0.002618050470541,"860/4853/51232/51496/8321/25/4926/3791/7042/27302/168667/653/1655/2200/2131/657/23213/4088/222663/23090/94031/6497/10272/375616/286204/348093/390598",27
"GO:1904861","excitatory synapse assembly","9/1386","27/18903",8.3258658623217e-05,0.00321388668315238,0.002618050470541,"22871/3556/27020/4916/9379/85358/4884/23654/94030",9
"GO:0042063","gliogenesis","42/1386","310/18903",8.39613995079602e-05,0.00321388668315238,0.002618050470541,"5803/92737/374/22891/2737/1021/4781/1600/4763/25/5583/5270/5048/7042/6774/56288/79628/2146/3569/4664/4916/57142/3066/3553/1959/1435/2475/4915/4920/55107/5076/5339/10319/6469/54587/23513/1020/6497/11076/1464/7161/20",42
"GO:0060070","canonical Wnt signaling pathway","42/1386","310/18903",8.39613995079602e-05,0.00321388668315238,0.002618050470541,"6788/5218/1500/2737/9314/6789/267/9037/324/8321/25937/219771/2776/23189/1456/8549/6934/4163/2131/7088/4088/79971/340419/1956/26524/261734/205147/4041/9368/10297/7477/6477/1482/7089/6469/79816/81029/7481/147111/7473/85409/441478",42
"GO:0070304","positive regulation of stress-activated protein kinase signaling cascade","23/1386","132/18903",8.51684768126198e-05,0.00323864339458515,0.0026382174292441,"9867/6788/23043/10550/4216/7042/4281/153769/2150/7164/23008/23236/9821/3146/27347/10371/10392/222643/3553/7477/54910/5345/2324",23
"GO:0045667","regulation of osteoblast differentiation","24/1386","141/18903",8.84796269692991e-05,0.00334256368550685,0.00272287149249174,"860/374/2737/1021/8626/344901/51232/25937/5747/55603/3569/1655/657/4921/4088/8840/202151/222663/4880/4041/7477/6497/4037/1050",24
"GO:0010959","regulation of metal ion transport","53/1386","423/18903",8.96947072872921e-05,0.00336646368909447,0.00274234057208515,"81671/4734/7402/4544/476/10768/9474/288/817/4638/25/51719/286183/5270/3759/154043/845/3958/5581/196527/5142/5144/3688/2258/9722/27347/81/3690/493/56704/130507/2669/1729/196051/805/2859/816/9368/30818/57338/51083/1482/3064/1020/5026/54923/1636/9001/3784/9454/283229/2902/3757",53
"GO:0018212","peptidyl-tyrosine modification","49/1386","382/18903",9.14681086231424e-05,0.00341087527639847,0.00277851850506836,"960/4233/374/8829/8460/3480/54206/685/5788/3606/5770/4739/25/5912/5618/5747/3791/948/5581/3716/3569/83666/1859/4916/255324/3595/4921/7010/3690/3066/1956/2475/4915/5605/4920/5590/2264/4145/57732/11314/1609/5979/285489/1464/2046/1636/5753/10188/2324",49
"GO:0106027","neuron projection organization","18/1386","91/18903",9.25213065017034e-05,0.00342803302294773,0.00279249530352307,"22871/22891/27067/3480/4739/5048/55619/85461/26115/816/10458/9762/478/547/50944/85358/1020/3706",18
"GO:0043383","negative T cell selection","6/1386","12/18903",9.6574871691804e-05,0.00355543158202947,0.00289627489827314,"2737/9474/5788/1794/6469/326",6
"GO:0050678","regulation of epithelial cell proliferation","52/1386","414/18903",9.77337555083366e-05,0.00357532346100117,0.00291247893663418,"6788/860/8828/858/374/8829/1021/8626/6789/4853/3725/6772/54206/9037/4781/4763/3915/9076/367/3791/57608/7042/6774/6934/653/4163/255324/657/23213/3146/57142/4070/7010/7128/3690/5467/4088/1956/5578/5076/1482/6469/2523/619552/3167/57152/51162/3249/6899/2324/441478/83481",52
"GO:0010977","negative regulation of neuron projection development","24/1386","142/18903",9.92057818795956e-05,0.00358561417317776,0.00292086180962013,"22871/10512/6695/8829/22891/9037/1600/57609/23189/9723/22902/5048/5780/7025/2258/57142/157285/10371/9353/3066/54910/1020/7473/129807",24
